OrderID,Date,Product,Category,Amount,CustomerID,City
1030,2024-03-21,T-Shirt,Clothing,79211,C426,Mumbai
1031,2024-03-15,Bed,Furniture,54806,C675,Hyderabad
1032,2024-02-21,Smartphone,Electronics,82522,C732,Delhi
1033,2024-03-14,Milk,Grocery,68673,C272,Bangalore
1034,2024-01-06,Novel,Books,70950,C606,Bangalore
1035,2024-03-02,Laptop,Electronics,55172,C623,Hyderabad
1036,2024-03-16,Textbook,Books,43549,C473,Hyderabad
1037,2024-01-19,Rice,Grocery,58535,C202,Bangalore
1038,2024-02-22,Couch,Furniture,20902,C832,Hyderabad
1039,2024-01-07,Novel,Books,36798,C618,Mumbai
1040,2024-03-29,Smartphone,Electronics,97829,C470,Chennai
1041,2024-03-16,Monitor,Electronics,77863,C127,Hyderabad
1042,2024-01-07,Table,Furniture,13068,C777,Delhi
1043,2024-03-24,T-Shirt,Clothing,89970,C546,Hyderabad
1044,2024-03-27,Bread,Grocery,89708,C603,Hyderabad
1045,2024-01-17,Comics,Books,82965,C546,Bangalore
1046,2024-02-13,Table,Furniture,38751,C535,Bangalore
1047,2024-03-17,Bread,Grocery,37968,C576,Hyderabad
1048,2024-02-14,T-Shirt,Clothing,9166,C605,Hyderabad
1049,2024-01-09,Milk,Grocery,65785,C165,Mumbai
1050,2024-02-10,Textbook,Books,57200,C935,Delhi
1051,2024-01-27,Jeans,Clothing,38710,C118,Mumbai
1052,2024-01-08,Rice,Grocery,38341,C389,Bangalore
1053,2024-01-27,Novel,Books,45021,C789,Chennai
1054,2024-02-20,Rice,Grocery,70645,C909,Bangalore
1055,2024-01-19,Eggs,Grocery,14407,C341,Hyderabad
1056,2024-01-28,Monitor,Electronics,27550,C107,Delhi
1057,2024-01-13,Bed,Furniture,83383,C823,Delhi
1058,2024-03-15,Laptop,Electronics,33883,C961,Hyderabad
1059,2024-01-24,Tablet,Electronics,16005,C123,Hyderabad
1060,2024-02-25,Rice,Grocery,16154,C319,Delhi
1061,2024-03-11,Monitor,Electronics,36109,C770,Chennai
1062,2024-02-15,Jacket,Clothing,33674,C288,Hyderabad
1063,2024-03-03,Magazine,Books,86685,C171,Hyderabad
1064,2024-01-26,Chair,Furniture,52879,C326,Delhi
1065,2024-01-26,Smartphone,Electronics,38629,C418,Hyderabad
1066,2024-01-29,Comics,Books,11490,C259,Delhi
1067,2024-01-31,Bed,Furniture,84244,C483,Mumbai
1068,2024-03-13,Couch,Furniture,50228,C518,Bangalore
1069,2024-03-15,Milk,Grocery,39623,C607,Hyderabad
1070,2024-01-05,Chair,Furniture,22725,C739,Hyderabad
1071,2024-02-24,Eggs,Grocery,24737,C384,Delhi
1072,2024-02-27,Bed,Furniture,82817,C981,Chennai
1073,2024-03-28,Jacket,Clothing,45952,C513,Mumbai
1074,2024-03-22,Comics,Books,31433,C510,Chennai
1075,2024-03-09,Dress,Clothing,27176,C624,Bangalore
1076,2024-02-06,T-Shirt,Clothing,26473,C627,Chennai
1077,2024-03-01,Jeans,Clothing,91395,C166,Bangalore
1078,2024-02-12,Bread,Grocery,81119,C975,Delhi
1079,2024-02-03,Bed,Furniture,84923,C133,Delhi
1080,2024-01-31,Comics,Books,86832,C562,Hyderabad
1081,2024-02-14,Dress,Clothing,52974,C755,Delhi
1082,2024-02-29,T-Shirt,Clothing,48444,C211,Delhi
1083,2024-03-18,Jeans,Clothing,90112,C961,Delhi
1084,2024-02-19,T-Shirt,Clothing,29581,C577,Hyderabad
1085,2024-01-08,Monitor,Electronics,67806,C582,Bangalore
1086,2024-03-21,Novel,Books,97980,C809,Delhi
1087,2024-03-06,T-Shirt,Clothing,97615,C897,Delhi
1088,2024-01-30,Jeans,Clothing,47941,C182,Delhi
1089,2024-02-24,Chair,Furniture,40703,C913,Bangalore
1090,2024-02-05,Rice,Grocery,62847,C945,Chennai
1091,2024-02-16,Dress,Clothing,71943,C961,Mumbai
1092,2024-03-30,Bed,Furniture,29044,C380,Delhi
1093,2024-01-01,Monitor,Electronics,40932,C150,Bangalore
1094,2024-03-17,Comics,Books,45952,C234,Hyderabad
1095,2024-03-11,Laptop,Electronics,16385,C598,Hyderabad
1096,2024-03-28,Milk,Grocery,86394,C606,Chennai
1097,2024-03-27,Bread,Grocery,37377,C879,Bangalore
1098,2024-02-21,Bed,Furniture,98862,C403,Delhi
1099,2024-01-11,T-Shirt,Clothing,68194,C505,Mumbai
1100,2024-02-07,Novel,Books,63955,C951,Delhi
1101,2024-03-20,Comics,Books,99688,C572,Delhi
1102,2024-03-23,Table,Furniture,25068,C608,Hyderabad
1103,2024-03-18,Smartphone,Electronics,4714,C923,Delhi
1104,2024-01-02,T-Shirt,Clothing,13709,C641,Hyderabad
1105,2024-03-07,Magazine,Books,16310,C779,Mumbai
1106,2024-03-10,Rice,Grocery,90953,C911,Bangalore
1107,2024-03-05,T-Shirt,Clothing,79620,C495,Mumbai
1108,2024-02-23,Table,Furniture,97407,C662,Delhi
1109,2024-03-08,Rice,Grocery,84752,C466,Mumbai
1110,2024-01-03,Bread,Grocery,16019,C406,Mumbai
1111,2024-02-22,Textbook,Books,43809,C872,Mumbai
1112,2024-02-22,Comics,Books,32044,C770,Bangalore
1113,2024-03-13,Novel,Books,73273,C287,Delhi
1114,2024-03-31,Rice,Grocery,61679,C853,Mumbai
1115,2024-03-25,Dress,Clothing,86191,C755,Hyderabad
1116,2024-02-09,Jeans,Clothing,9677,C971,Bangalore
1117,2024-03-22,Magazine,Books,97854,C520,Hyderabad
1118,2024-01-14,Monitor,Electronics,84097,C395,Delhi
1119,2024-01-11,Table,Furniture,73278,C873,Bangalore
1120,2024-02-11,Couch,Furniture,52246,C644,Delhi
1121,2024-03-07,T-Shirt,Clothing,59985,C298,Chennai
1122,2024-03-22,Laptop,Electronics,86470,C612,Mumbai
1123,2024-01-28,Smartphone,Electronics,88690,C636,Delhi
1124,2024-01-21,Table,Furniture,12661,C337,Bangalore
1125,2024-03-13,Rice,Grocery,78251,C749,Delhi
1126,2024-01-05,Rice,Grocery,5329,C534,Delhi
1127,2024-03-31,Dress,Clothing,66205,C664,Delhi
1128,2024-03-04,Jacket,Clothing,68572,C282,Hyderabad
1129,2024-03-06,Dress,Clothing,77406,C175,Hyderabad
1130,2024-03-01,Novel,Books,548,C653,Hyderabad
1131,2024-03-19,Eggs,Grocery,87361,C980,Mumbai
1132,2024-02-25,Jeans,Clothing,31375,C519,Mumbai
1133,2024-03-19,Chair,Furniture,51249,C570,Delhi
1134,2024-01-30,Bed,Furniture,87031,C919,Hyderabad
1135,2024-01-21,Milk,Grocery,74254,C209,Chennai
1136,2024-01-27,Jeans,Clothing,24665,C393,Chennai
1137,2024-02-24,Tablet,Electronics,42588,C507,Chennai
1138,2024-03-15,Novel,Books,17314,C656,Hyderabad
1139,2024-01-25,Tablet,Electronics,2961,C857,Chennai
1140,2024-01-24,Table,Furniture,27089,C307,Mumbai
1141,2024-02-25,Novel,Books,81827,C433,Bangalore
1142,2024-02-24,Jacket,Clothing,33684,C621,Bangalore
1143,2024-02-08,Bed,Furniture,58739,C152,Delhi
1144,2024-02-15,Laptop,Electronics,10257,C655,Hyderabad
1145,2024-01-11,Eggs,Grocery,24736,C501,Chennai
1146,2024-03-12,Couch,Furniture,97364,C137,Mumbai
1147,2024-02-25,Bread,Grocery,67331,C388,Mumbai
1148,2024-03-26,Jacket,Clothing,39523,C377,Chennai
1149,2024-03-23,Tablet,Electronics,94064,C244,Hyderabad
1150,2024-01-28,Milk,Grocery,27281,C554,Delhi
1151,2024-03-26,Dress,Clothing,76850,C635,Delhi
1152,2024-01-15,Milk,Grocery,60053,C740,Mumbai
1153,2024-01-30,Couch,Furniture,59400,C809,Hyderabad
1154,2024-01-03,Chair,Furniture,86904,C717,Mumbai
1155,2024-03-15,Bed,Furniture,85360,C384,Bangalore
1156,2024-01-27,Couch,Furniture,78604,C180,Chennai
1157,2024-03-27,Magazine,Books,61551,C717,Mumbai
1158,2024-02-01,Magazine,Books,51532,C132,Bangalore
1159,2024-02-14,Milk,Grocery,48139,C810,Delhi
1160,2024-03-24,Chair,Furniture,76765,C511,Bangalore
1161,2024-03-25,Table,Furniture,96806,C626,Mumbai
1162,2024-03-22,Bread,Grocery,35590,C186,Chennai
1163,2024-02-10,Tablet,Electronics,15806,C987,Bangalore
1164,2024-02-13,Rice,Grocery,81070,C552,Bangalore
1165,2024-02-19,Monitor,Electronics,24882,C774,Chennai
1166,2024-01-04,Milk,Grocery,9654,C191,Chennai
1167,2024-01-15,Monitor,Electronics,77594,C138,Hyderabad
1168,2024-01-13,Jeans,Clothing,94572,C512,Chennai
1169,2024-03-30,Comics,Books,11266,C911,Bangalore
1170,2024-02-03,Eggs,Grocery,1088,C949,Delhi
1171,2024-01-16,Chair,Furniture,96299,C134,Chennai
1172,2024-01-26,Rice,Grocery,37312,C383,Bangalore
1173,2024-02-13,Milk,Grocery,57457,C776,Mumbai
1174,2024-03-18,Tablet,Electronics,87178,C505,Delhi
1175,2024-02-02,Novel,Books,79990,C571,Mumbai
1176,2024-03-08,Rice,Grocery,26860,C692,Mumbai
1177,2024-02-10,Milk,Grocery,78809,C250,Hyderabad
1178,2024-02-02,Magazine,Books,58085,C898,Chennai
1179,2024-03-05,Eggs,Grocery,91959,C901,Bangalore
1180,2024-02-17,T-Shirt,Clothing,56003,C271,Delhi
1181,2024-02-07,Bread,Grocery,90008,C415,Delhi
1182,2024-01-19,Smartphone,Electronics,81497,C730,Mumbai
1183,2024-02-29,T-Shirt,Clothing,10419,C641,Chennai
1184,2024-03-24,Jacket,Clothing,86427,C127,Bangalore
1185,2024-01-09,Laptop,Electronics,96435,C409,Hyderabad
1186,2024-03-11,Textbook,Books,88344,C445,Chennai
1187,2024-01-21,Monitor,Electronics,6073,C600,Mumbai
1188,2024-01-26,Jacket,Clothing,6413,C150,Chennai
1189,2024-03-07,Novel,Books,97190,C486,Hyderabad
1190,2024-01-20,Rice,Grocery,7204,C363,Delhi
1191,2024-01-25,Jeans,Clothing,34846,C134,Delhi
1192,2024-02-25,Couch,Furniture,18942,C481,Delhi
1193,2024-01-06,Jeans,Clothing,48410,C171,Delhi
1194,2024-02-10,T-Shirt,Clothing,93073,C669,Chennai
1195,2024-03-18,Dress,Clothing,34633,C134,Mumbai
1196,2024-01-17,Bread,Grocery,17086,C144,Mumbai
1197,2024-03-03,Tablet,Electronics,74922,C170,Bangalore
1198,2024-01-13,Table,Furniture,3547,C755,Chennai
1199,2024-01-09,Monitor,Electronics,32554,C747,Hyderabad
1200,2024-01-10,Eggs,Grocery,31560,C671,Delhi
1201,2024-01-20,Monitor,Electronics,12621,C494,Bangalore
1202,2024-03-08,Couch,Furniture,16779,C192,Chennai
1203,2024-03-15,Comics,Books,67856,C753,Hyderabad
1204,2024-03-07,Jeans,Clothing,34432,C169,Mumbai
1205,2024-03-21,Rice,Grocery,25963,C875,Chennai
1206,2024-02-28,Couch,Furniture,72702,C786,Hyderabad
1207,2024-02-11,Table,Furniture,32556,C734,Chennai
1208,2024-02-20,Monitor,Electronics,34265,C612,Delhi
1209,2024-02-27,Couch,Furniture,51434,C326,Bangalore
1210,2024-01-23,Novel,Books,63051,C431,Hyderabad
1211,2024-02-01,Laptop,Electronics,88275,C974,Bangalore
1212,2024-01-24,Tablet,Electronics,26162,C639,Hyderabad
1213,2024-01-16,Eggs,Grocery,88061,C222,Mumbai
1214,2024-01-22,Bread,Grocery,56938,C905,Chennai
1215,2024-01-26,Textbook,Books,46311,C778,Bangalore
1216,2024-01-04,Smartphone,Electronics,78545,C145,Delhi
1217,2024-03-30,Novel,Books,80246,C697,Hyderabad
1218,2024-03-04,Rice,Grocery,89597,C647,Mumbai
1219,2024-03-07,Comics,Books,55002,C773,Bangalore
1220,2024-03-19,Magazine,Books,9926,C655,Hyderabad
1221,2024-02-06,Monitor,Electronics,15680,C665,Hyderabad
1222,2024-01-10,Dress,Clothing,67731,C466,Chennai
1223,2024-03-27,Couch,Furniture,70339,C458,Bangalore
1224,2024-01-26,Bed,Furniture,98770,C519,Mumbai
1225,2024-02-07,Dress,Clothing,3687,C919,Delhi
1226,2024-03-20,Couch,Furniture,12575,C151,Mumbai
1227,2024-02-21,Bread,Grocery,50278,C909,Chennai
1228,2024-03-02,Novel,Books,28511,C422,Delhi
1229,2024-02-05,Dress,Clothing,49553,C678,Mumbai
1230,2024-02-17,Rice,Grocery,94044,C988,Hyderabad
1231,2024-02-17,Bed,Furniture,92763,C399,Delhi
1232,2024-03-24,Eggs,Grocery,866,C856,Hyderabad
1233,2024-01-12,Table,Furniture,89121,C684,Bangalore
1234,2024-03-29,Monitor,Electronics,90249,C732,Chennai
1235,2024-02-07,Comics,Books,41418,C588,Bangalore
1236,2024-03-23,Tablet,Electronics,98969,C442,Bangalore
1237,2024-02-29,Chair,Furniture,80120,C917,Bangalore
1238,2024-03-28,Comics,Books,30888,C969,Mumbai
1239,2024-03-14,Rice,Grocery,97452,C327,Delhi
1240,2024-03-23,Couch,Furniture,33723,C607,Hyderabad
1241,2024-01-09,Comics,Books,6633,C978,Hyderabad
1242,2024-01-05,Magazine,Books,25291,C213,Mumbai
1243,2024-02-29,Chair,Furniture,66323,C374,Delhi
1244,2024-01-31,Textbook,Books,45499,C755,Chennai
1245,2024-02-01,Jacket,Clothing,78927,C729,Chennai
1246,2024-01-29,Magazine,Books,37684,C842,Chennai
1247,2024-02-18,Magazine,Books,31594,C951,Chennai
1248,2024-03-04,Novel,Books,62915,C329,Chennai
1249,2024-01-23,Couch,Furniture,17445,C600,Chennai
1250,2024-03-09,Table,Furniture,38134,C166,Mumbai
1251,2024-02-28,Bread,Grocery,58747,C675,Delhi
1252,2024-01-14,Comics,Books,24845,C238,Mumbai
1253,2024-01-07,Textbook,Books,92053,C359,Chennai
1254,2024-01-03,Jeans,Clothing,68241,C215,Mumbai
1255,2024-02-05,Bread,Grocery,76650,C297,Delhi
1256,2024-01-17,Novel,Books,80471,C330,Chennai
1257,2024-02-03,T-Shirt,Clothing,4087,C848,Delhi
1258,2024-01-03,Monitor,Electronics,60864,C309,Mumbai
1259,2024-02-27,Textbook,Books,86571,C827,Hyderabad
1260,2024-03-12,Laptop,Electronics,76828,C243,Mumbai
1261,2024-01-29,Rice,Grocery,45444,C682,Delhi
1262,2024-01-31,T-Shirt,Clothing,72173,C632,Delhi
1263,2024-01-13,Laptop,Electronics,45807,C341,Bangalore
1264,2024-01-21,Comics,Books,97952,C277,Hyderabad
1265,2024-01-22,Comics,Books,1306,C694,Chennai
1266,2024-01-26,Dress,Clothing,50175,C999,Mumbai
1267,2024-03-10,Tablet,Electronics,77947,C782,Bangalore
1268,2024-01-17,Bread,Grocery,79950,C756,Bangalore
1269,2024-01-18,Jacket,Clothing,93965,C464,Chennai
1270,2024-03-03,Tablet,Electronics,84947,C660,Bangalore
1271,2024-03-21,Magazine,Books,67391,C269,Delhi
1272,2024-02-08,Couch,Furniture,36361,C310,Delhi
1273,2024-01-06,T-Shirt,Clothing,38597,C191,Mumbai
1274,2024-01-21,Couch,Furniture,70188,C609,Bangalore
1275,2024-01-31,Table,Furniture,16918,C751,Hyderabad
1276,2024-03-04,Tablet,Electronics,37096,C251,Chennai
1277,2024-01-29,Eggs,Grocery,47678,C921,Bangalore
1278,2024-03-04,Jacket,Clothing,14244,C236,Delhi
1279,2024-01-13,Textbook,Books,45323,C735,Delhi
1280,2024-02-02,Novel,Books,50597,C112,Hyderabad
1281,2024-02-08,Couch,Furniture,10630,C568,Mumbai
1282,2024-03-06,Jeans,Clothing,97514,C669,Delhi
1283,2024-02-16,Laptop,Electronics,94508,C146,Mumbai
1284,2024-03-13,Chair,Furniture,38456,C774,Chennai
1285,2024-02-22,T-Shirt,Clothing,9245,C137,Mumbai
1286,2024-02-24,Dress,Clothing,1130,C506,Mumbai
1287,2024-03-24,Smartphone,Electronics,92949,C824,Hyderabad
1288,2024-02-01,Laptop,Electronics,45170,C807,Bangalore
1289,2024-02-01,Bed,Furniture,97319,C312,Hyderabad
1290,2024-01-16,T-Shirt,Clothing,67276,C502,Bangalore
1291,2024-03-07,Smartphone,Electronics,53657,C554,Bangalore
1292,2024-03-24,Tablet,Electronics,58862,C909,Mumbai
1293,2024-01-01,Laptop,Electronics,32228,C740,Chennai
1294,2024-02-11,Jacket,Clothing,2982,C642,Bangalore
1295,2024-03-19,Bread,Grocery,49738,C243,Bangalore
1296,2024-03-04,Monitor,Electronics,35465,C671,Chennai
1297,2024-01-29,Jeans,Clothing,59948,C742,Delhi
1298,2024-02-19,Eggs,Grocery,77441,C701,Chennai
1299,2024-03-08,Novel,Books,32091,C248,Mumbai
1300,2024-03-27,Table,Furniture,74876,C244,Delhi
1301,2024-02-29,Dress,Clothing,5218,C184,Mumbai
1302,2024-03-02,Rice,Grocery,12934,C510,Hyderabad
1303,2024-02-11,Monitor,Electronics,80267,C787,Delhi
1304,2024-03-13,Dress,Clothing,18295,C554,Mumbai
1305,2024-01-18,Laptop,Electronics,88253,C326,Mumbai
1306,2024-02-22,Table,Furniture,70160,C331,Delhi
1307,2024-03-18,Comics,Books,728,C560,Chennai
1308,2024-01-29,Laptop,Electronics,90128,C170,Mumbai
1309,2024-03-27,Bread,Grocery,64549,C180,Delhi
1310,2024-01-23,Textbook,Books,41015,C394,Delhi
1311,2024-02-21,Bed,Furniture,6081,C919,Delhi
1312,2024-01-13,T-Shirt,Clothing,6014,C329,Mumbai
1313,2024-03-22,Eggs,Grocery,79700,C948,Bangalore
1314,2024-01-29,Eggs,Grocery,50603,C430,Hyderabad
1315,2024-02-17,Laptop,Electronics,28474,C543,Chennai
1316,2024-03-26,Jacket,Clothing,40916,C685,Bangalore
1317,2024-03-12,Milk,Grocery,4931,C805,Bangalore
1318,2024-03-03,Jacket,Clothing,59869,C411,Mumbai
1319,2024-01-15,Magazine,Books,44579,C160,Mumbai
1320,2024-02-07,Chair,Furniture,30891,C852,Hyderabad
1321,2024-03-21,Couch,Furniture,40365,C717,Mumbai
1322,2024-01-16,Table,Furniture,20459,C915,Chennai
1323,2024-01-13,Comics,Books,30306,C319,Chennai
1324,2024-02-19,T-Shirt,Clothing,99382,C782,Delhi
1325,2024-03-25,Jeans,Clothing,17433,C364,Mumbai
1326,2024-02-13,Comics,Books,89348,C168,Bangalore
1327,2024-01-14,Novel,Books,9280,C395,Chennai
1328,2024-02-02,Milk,Grocery,48028,C127,Mumbai
1329,2024-01-19,T-Shirt,Clothing,18262,C947,Chennai
1330,2024-01-06,Novel,Books,99988,C118,Delhi
1331,2024-01-30,Dress,Clothing,53725,C277,Chennai
1332,2024-02-05,Textbook,Books,92574,C526,Bangalore
1333,2024-01-09,Bread,Grocery,40627,C506,Chennai
1334,2024-03-24,Eggs,Grocery,40507,C921,Mumbai
1335,2024-03-14,Bread,Grocery,42590,C915,Mumbai
1336,2024-01-15,Bed,Furniture,78949,C494,Bangalore
1337,2024-03-29,Bread,Grocery,15117,C169,Chennai
1338,2024-03-29,T-Shirt,Clothing,88993,C186,Bangalore
1339,2024-01-09,Comics,Books,56180,C824,Hyderabad
1340,2024-03-07,Milk,Grocery,15904,C750,Bangalore
1341,2024-01-10,Textbook,Books,27286,C609,Delhi
1342,2024-03-27,Tablet,Electronics,21969,C582,Bangalore
1343,2024-03-09,Table,Furniture,36541,C973,Hyderabad
1344,2024-02-15,Rice,Grocery,32585,C760,Bangalore
1345,2024-02-21,Textbook,Books,12734,C627,Chennai
1346,2024-01-25,Monitor,Electronics,6559,C317,Hyderabad
1347,2024-01-11,Rice,Grocery,40976,C871,Bangalore
1348,2024-01-03,Table,Furniture,16660,C882,Delhi
1349,2024-01-03,Milk,Grocery,8849,C856,Delhi
1350,2024-01-10,Bread,Grocery,5479,C857,Hyderabad
1351,2024-01-11,Couch,Furniture,5647,C412,Bangalore
1352,2024-01-06,Textbook,Books,97493,C116,Bangalore
1353,2024-03-05,Chair,Furniture,30872,C911,Hyderabad
1354,2024-02-29,Dress,Clothing,20438,C711,Mumbai
1355,2024-02-20,Tablet,Electronics,10292,C574,Bangalore
1356,2024-03-20,Couch,Furniture,95930,C425,Delhi
1357,2024-01-10,Couch,Furniture,87286,C939,Bangalore
1358,2024-03-19,Dress,Clothing,9002,C748,Chennai
1359,2024-01-10,Comics,Books,24791,C212,Delhi
1360,2024-03-02,Jeans,Clothing,72795,C279,Chennai
1361,2024-03-13,Jeans,Clothing,20797,C302,Mumbai
1362,2024-01-19,Dress,Clothing,49094,C825,Hyderabad
1363,2024-01-01,Tablet,Electronics,51276,C781,Hyderabad
1364,2024-02-11,Chair,Furniture,74832,C318,Hyderabad
1365,2024-02-09,Bed,Furniture,47466,C613,Delhi
1366,2024-01-10,Comics,Books,17669,C427,Chennai
1367,2024-03-11,Bed,Furniture,44783,C238,Hyderabad
1368,2024-01-05,Bed,Furniture,29456,C363,Bangalore
1369,2024-02-10,Tablet,Electronics,58091,C115,Delhi
1370,2024-01-20,T-Shirt,Clothing,99296,C753,Chennai
1371,2024-03-12,Tablet,Electronics,54032,C323,Hyderabad
1372,2024-01-18,Bread,Grocery,18047,C618,Delhi
1373,2024-03-15,Magazine,Books,93663,C676,Mumbai
1374,2024-03-27,Couch,Furniture,21819,C857,Delhi
1375,2024-01-16,T-Shirt,Clothing,55093,C354,Mumbai
1376,2024-01-02,Jacket,Clothing,15761,C883,Chennai
1377,2024-03-23,Jacket,Clothing,27297,C703,Hyderabad
1378,2024-03-22,Bread,Grocery,44840,C258,Bangalore
1379,2024-01-11,T-Shirt,Clothing,69572,C337,Bangalore
1380,2024-01-12,Bread,Grocery,60317,C781,Delhi
1381,2024-02-17,Table,Furniture,77826,C858,Bangalore
1382,2024-01-05,Table,Furniture,72274,C513,Mumbai
1383,2024-01-23,Magazine,Books,80489,C125,Hyderabad
1384,2024-03-20,Textbook,Books,1492,C361,Delhi
1385,2024-03-02,Bread,Grocery,67030,C534,Bangalore
1386,2024-01-13,Smartphone,Electronics,29097,C651,Delhi
1387,2024-01-05,Comics,Books,27508,C937,Delhi
1388,2024-02-07,Tablet,Electronics,75587,C231,Bangalore
1389,2024-03-08,T-Shirt,Clothing,93578,C314,Hyderabad
1390,2024-01-10,Tablet,Electronics,75852,C482,Chennai
1391,2024-03-19,Monitor,Electronics,12781,C312,Bangalore
1392,2024-01-18,Milk,Grocery,9928,C155,Chennai
1393,2024-02-11,Monitor,Electronics,93546,C427,Delhi
1394,2024-02-06,Textbook,Books,24502,C144,Bangalore
1395,2024-01-09,Rice,Grocery,60486,C963,Hyderabad
1396,2024-02-12,Eggs,Grocery,98599,C527,Mumbai
1397,2024-01-10,Novel,Books,62326,C858,Bangalore
1398,2024-03-24,Eggs,Grocery,70108,C765,Chennai
1399,2024-01-09,Smartphone,Electronics,35201,C784,Chennai
1400,2024-01-15,Bed,Furniture,13483,C565,Mumbai
1401,2024-03-07,Tablet,Electronics,42775,C927,Chennai
1402,2024-03-30,Novel,Books,68542,C832,Delhi
1403,2024-02-22,Eggs,Grocery,5748,C223,Delhi
1404,2024-03-07,Rice,Grocery,53740,C146,Delhi
1405,2024-03-31,Dress,Clothing,34783,C709,Chennai
1406,2024-02-10,Novel,Books,21536,C714,Bangalore
1407,2024-01-09,Novel,Books,46273,C713,Chennai
1408,2024-02-01,Novel,Books,29332,C290,Bangalore
1409,2024-03-27,Milk,Grocery,95614,C510,Chennai
1410,2024-01-23,Bed,Furniture,64927,C453,Mumbai
1411,2024-01-09,Novel,Books,85968,C311,Delhi
1412,2024-01-15,Milk,Grocery,85215,C323,Mumbai
1413,2024-03-30,Table,Furniture,14722,C709,Delhi
1414,2024-03-20,Monitor,Electronics,27204,C723,Hyderabad
1415,2024-01-13,Couch,Furniture,19609,C571,Chennai
1416,2024-03-02,Eggs,Grocery,13261,C644,Bangalore
1417,2024-03-31,Smartphone,Electronics,48000,C168,Mumbai
1418,2024-02-15,Eggs,Grocery,4669,C337,Mumbai
1419,2024-02-02,Bread,Grocery,23648,C432,Hyderabad
1420,2024-02-29,Tablet,Electronics,24312,C474,Mumbai
1421,2024-03-15,Eggs,Grocery,31476,C139,Delhi
1422,2024-03-17,Bed,Furniture,35850,C701,Chennai
1423,2024-02-21,Table,Furniture,98259,C849,Mumbai
1424,2024-03-08,Table,Furniture,74615,C458,Mumbai
1425,2024-03-09,Novel,Books,63083,C616,Delhi
1426,2024-01-05,Jeans,Clothing,64015,C631,Mumbai
1427,2024-02-01,T-Shirt,Clothing,67660,C991,Bangalore
1428,2024-02-12,Jacket,Clothing,90762,C494,Hyderabad
1429,2024-02-17,Eggs,Grocery,41625,C266,Chennai
1430,2024-02-05,Jeans,Clothing,33025,C374,Mumbai
1431,2024-03-20,Laptop,Electronics,70600,C595,Bangalore
1432,2024-03-27,Table,Furniture,94791,C444,Bangalore
1433,2024-02-08,Laptop,Electronics,72574,C404,Delhi
1434,2024-01-13,Tablet,Electronics,56612,C792,Mumbai
1435,2024-03-24,Laptop,Electronics,66881,C225,Chennai
1436,2024-01-02,Jacket,Clothing,14650,C314,Mumbai
1437,2024-03-11,Smartphone,Electronics,6210,C101,Delhi
1438,2024-03-25,Textbook,Books,29701,C689,Mumbai
1439,2024-01-27,Textbook,Books,35304,C789,Hyderabad
1440,2024-01-07,Eggs,Grocery,10844,C978,Hyderabad
1441,2024-03-18,Smartphone,Electronics,85242,C661,Hyderabad
1442,2024-01-31,Monitor,Electronics,87589,C705,Mumbai
1443,2024-02-03,Rice,Grocery,95132,C136,Delhi
1444,2024-03-15,Jacket,Clothing,80012,C802,Bangalore
1445,2024-01-19,Eggs,Grocery,83597,C423,Hyderabad
1446,2024-03-14,Table,Furniture,9033,C176,Hyderabad
1447,2024-01-06,Eggs,Grocery,2351,C627,Delhi
1448,2024-02-09,Milk,Grocery,14982,C375,Hyderabad
